dim,scenario,algorithm,run,seed,success,length,time,firstSolutionTime,tPlanner,tShortcut,tPre,tOpt,nodes,iterations,turnSum,minClear,straightness,escapes,sideFlips,fallback
3d,一般,APF-only,4,20261907,1,716.427491,0.018045,0.017756,0.018045,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,4,20261907,1,293.601860,0.509866,0.019662,0.485435,0.000804,0.019662,0.487104,3991.0,6000.0,4.769629,0.033888,0.878998,5.0,11.0,0
3d,一般,APF-only,5,20261908,1,716.427491,0.022638,0.022053,0.022638,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,5,20261908,1,273.930521,0.584638,0.021880,0.552375,0.001820,0.021880,0.558741,3698.0,6000.0,2.893353,0.049408,0.942121,5.0,11.0,0
3d,一般,APF-only,6,20261909,1,716.427491,0.016769,0.016590,0.016769,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,6,20261909,1,277.776400,0.525450,0.016012,0.507080,0.000545,0.016012,0.509103,4058.0,6000.0,2.848551,0.422263,0.929077,5.0,11.0,0
3d,一般,APF-only,7,20261910,1,716.427491,0.011357,0.011224,0.011357,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,7,20261910,1,273.254038,0.463814,0.018186,0.444845,0.000460,0.018186,0.445474,3613.0,6000.0,2.596828,0.062113,0.944453,5.0,11.0,0
3d,一般,APF-only,8,20261911,1,716.427491,0.011089,0.010958,0.011089,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,8,20261911,1,277.773478,0.499895,0.014431,0.484212,0.000902,0.014431,0.485305,3996.0,6000.0,3.011079,0.382321,0.929086,5.0,11.0,0
3d,一般,APF-only,9,20261912,1,716.427491,0.011178,0.011036,0.011178,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,9,20261912,1,292.172550,0.463789,0.014826,0.447407,0.001158,0.014826,0.448785,3811.0,6000.0,4.859139,0.089225,0.883298,5.0,11.0,0
3d,一般,APF-only,10,20261913,1,716.427491,0.011284,0.011132,0.011284,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,10,20261913,1,277.595711,0.506076,0.017857,0.487083,0.000785,0.017857,0.488070,3895.0,6000.0,2.696373,0.132444,0.929681,5.0,11.0,0
3d,一般,APF-only,11,20261914,1,716.427491,0.017420,0.017237,0.017420,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,11,20261914,1,275.506932,0.566968,0.019828,0.545983,0.000794,0.019828,0.546978,3898.0,6000.0,2.734020,0.086077,0.936730,5.0,11.0,0
3d,一般,APF-only,12,20261915,1,716.427491,0.011195,0.011060,0.011195,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,12,20261915,1,282.878638,0.501990,0.014292,0.486823,0.000547,0.014292,0.487555,3872.0,6000.0,1.887786,0.160773,0.912319,5.0,11.0,0
3d,一般,APF-only,13,20261916,1,716.427491,0.010759,0.010613,0.010759,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,13,20261916,1,281.675677,0.472765,0.013955,0.457456,0.000967,0.013955,0.458666,3915.0,6000.0,4.784595,0.291118,0.916215,5.0,11.0,0
3d,一般,APF-only,14,20261917,1,716.427491,0.015521,0.015372,0.015521,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,14,20261917,1,285.276346,0.514808,0.021153,0.492534,0.000713,0.021153,0.493486,3991.0,6000.0,3.211909,0.182118,0.904651,5.0,11.0,0
3d,一般,APF-only,15,20261918,1,716.427491,0.015270,0.015106,0.015270,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,15,20261918,1,275.494862,0.523793,0.016238,0.506381,0.000803,0.016238,0.507400,3818.0,6000.0,2.896005,0.111157,0.936771,5.0,11.0,0
3d,一般,APF-only,16,20261919,1,716.427491,0.016223,0.016033,0.016223,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,16,20261919,1,277.226330,0.520344,0.021422,0.497211,0.001234,0.021422,0.498716,3937.0,6000.0,2.567095,0.264225,0.930920,5.0,11.0,0
3d,一般,APF-only,17,20261920,1,716.427491,0.016839,0.016629,0.016839,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,17,20261920,1,279.957131,0.540622,0.020504,0.518022,0.001576,0.020504,0.519888,3845.0,6000.0,3.462036,0.306374,0.921840,5.0,11.0,0
3d,一般,APF-only,18,20261921,1,716.427491,0.017482,0.017312,0.017482,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,18,20261921,1,271.231909,0.521567,0.020599,0.498978,0.001561,0.020599,0.500763,3662.0,6000.0,2.568857,0.002683,0.951494,5.0,11.0,0
3d,一般,APF-only,19,20261922,1,716.427491,0.017116,0.016842,0.017116,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,19,20261922,1,278.533335,0.579922,0.013981,0.564781,0.000767,0.013981,0.565787,4009.0,6000.0,3.121041,0.008851,0.926552,5.0,11.0,0
3d,一般,APF-only,20,20261923,1,716.427491,0.020156,0.019977,0.020156,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,20,20261923,1,281.681473,0.568910,0.016325,0.551343,0.000871,0.016325,0.552430,3955.0,6000.0,3.436401,0.323808,0.916196,5.0,11.0,0
3d,一般,APF-only,21,20261924,1,716.427491,0.014666,0.014500,0.014666,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,21,20261924,1,292.613462,0.518212,0.018830,0.498534,0.000455,0.018830,0.499216,3904.0,6000.0,2.181477,0.439231,0.881968,5.0,11.0,0
3d,一般,APF-only,22,20261925,1,716.427491,0.016801,0.016605,0.016801,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,22,20261925,1,290.438410,0.553240,0.021094,0.531051,0.000701,0.021094,0.531984,3941.0,6000.0,3.326071,0.020905,0.888572,5.0,11.0,0
3d,一般,APF-only,23,20261926,1,716.427491,0.017063,0.016859,0.017063,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,23,20261926,1,291.591095,0.457279,0.022160,0.434189,0.000526,0.022160,0.434953,3619.0,6000.0,2.719459,0.150298,0.885060,5.0,11.0,0
3d,一般,APF-only,24,20261927,1,716.427491,0.010639,0.010518,0.010639,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,24,20261927,1,291.161468,0.493843,0.020737,0.471504,0.001114,0.020737,0.472903,3815.0,6000.0,2.384278,0.164488,0.886366,5.0,11.0,0
3d,一般,APF-only,25,20261928,1,716.427491,0.010926,0.010767,0.010926,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,25,20261928,1,298.586273,0.434068,0.019320,0.414046,0.000333,0.019320,0.414569,3714.0,6000.0,2.202715,0.592627,0.864325,5.0,11.0,0
3d,一般,APF-only,26,20261929,1,716.427491,0.011063,0.010930,0.011063,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,26,20261929,1,285.237591,0.514769,0.014392,0.498583,0.001439,0.014392,0.500209,3960.0,6000.0,3.130349,0.135825,0.904774,5.0,11.0,0
3d,一般,APF-only,27,20261930,1,716.427491,0.015904,0.015710,0.015904,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,27,20261930,1,278.572561,0.575021,0.020540,0.553108,0.000967,0.020540,0.554331,3967.0,6000.0,4.029585,0.017659,0.926421,5.0,11.0,0
3d,一般,APF-only,28,20261931,1,716.427491,0.015472,0.015302,0.015472,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,28,20261931,1,280.023653,0.593193,0.014060,0.577478,0.001264,0.014060,0.578959,4024.0,6000.0,3.843009,0.083770,0.921621,5.0,11.0,0
3d,一般,APF-only,29,20261932,1,716.427491,0.016551,0.016370,0.016551,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,29,20261932,1,284.454805,0.547835,0.017611,0.528793,0.001064,0.017611,0.530066,4006.0,6000.0,4.298611,0.050008,0.907264,5.0,11.0,0
3d,一般,APF-only,30,20261933,1,716.427491,0.014471,0.014283,0.014471,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,30,20261933,1,277.539119,0.554981,0.020228,0.533737,0.000666,0.020228,0.534597,3998.0,6000.0,3.053322,0.336943,0.929871,5.0,11.0,0
3d,一般,APF-only,31,20261934,1,716.427491,0.013190,0.012911,0.013190,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,31,20261934,1,285.806872,0.606361,0.018538,0.587020,0.000433,0.018538,0.587658,3948.0,6000.0,2.025975,0.184863,0.902972,5.0,11.0,0
3d,一般,APF-only,32,20261935,1,716.427491,0.011027,0.010899,0.011027,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,32,20261935,1,290.490553,0.442307,0.021004,0.420547,0.000288,0.021004,0.421105,3836.0,6000.0,1.762842,0.345052,0.888413,5.0,11.0,0
3d,一般,APF-only,33,20261936,1,716.427491,0.010430,0.010279,0.010430,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,33,20261936,1,304.987296,0.380210,0.014051,0.365347,0.000415,0.014051,0.366004,3599.0,6000.0,2.247580,2.441997,0.846185,5.0,11.0,0
3d,一般,APF-only,34,20261937,1,716.427491,0.010637,0.010493,0.010637,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,34,20261937,1,296.259533,0.443799,0.021308,0.421115,0.001014,0.021308,0.422314,3941.0,6000.0,6.736078,0.075100,0.871113,5.0,11.0,0
3d,一般,APF-only,35,20261938,1,716.427491,0.014423,0.014235,0.014423,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,35,20261938,1,278.837019,0.531938,0.015180,0.515771,0.000630,0.015180,0.516607,3865.0,6000.0,2.757903,0.704672,0.925543,5.0,11.0,0
3d,一般,APF-only,36,20261939,1,716.427491,0.017208,0.017018,0.017208,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,36,20261939,1,279.052440,0.544272,0.019959,0.523102,0.000801,0.019959,0.524150,3923.0,6000.0,3.250957,0.121294,0.924828,5.0,11.0,0
3d,一般,APF-only,37,20261940,1,716.427491,0.013322,0.013134,0.013322,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,37,20261940,1,276.142869,0.467489,0.019227,0.446739,0.001128,0.019227,0.448090,3765.0,6000.0,2.196705,0.201081,0.934573,5.0,11.0,0
3d,一般,APF-only,38,20261941,1,716.427491,0.017615,0.017429,0.017615,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,38,20261941,1,294.888956,0.511699,0.020914,0.489623,0.000763,0.020914,0.490622,4012.0,6000.0,4.749653,0.093746,0.875162,5.0,11.0,0
3d,一般,APF-only,39,20261942,1,716.427491,0.016714,0.016532,0.016714,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,39,20261942,1,284.573583,0.552952,0.016290,0.534905,0.001293,0.016290,0.536496,3965.0,6000.0,4.463054,0.231254,0.906885,5.0,11.0,0
3d,一般,APF-only,40,20261943,1,716.427491,0.016344,0.016164,0.016344,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,40,20261943,1,331.957100,0.400262,0.020707,0.377373,0.000000,0.020707,0.378437,3468.0,6000.0,8.087012,0.045066,0.777437,5.0,11.0,0
3d,一般,APF-only,41,20261944,1,716.427491,0.016974,0.016794,0.016974,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,41,20261944,1,279.463076,0.602024,0.019608,0.580562,0.001411,0.019608,0.582226,3687.0,6000.0,3.715036,0.027823,0.923469,5.0,11.0,0
3d,一般,APF-only,42,20261945,1,716.427491,0.014751,0.014581,0.014751,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,42,20261945,1,277.144798,0.543814,0.022669,0.520053,0.000674,0.022669,0.520958,3932.0,6000.0,3.589040,0.085197,0.931194,5.0,11.0,0
3d,一般,APF-only,43,20261946,1,716.427491,0.023170,0.022813,0.023170,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,43,20261946,1,291.906649,0.494243,0.019940,0.473074,0.000843,0.019940,0.474123,3879.0,6000.0,3.375720,0.018509,0.884103,5.0,11.0,0
3d,一般,APF-only,44,20261947,1,716.427491,0.015014,0.014854,0.015014,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,44,20261947,1,277.198476,0.570071,0.028560,0.539731,0.001352,0.028560,0.541340,3930.0,6000.0,3.042987,0.033125,0.931014,5.0,11.0,0
3d,一般,APF-only,45,20261948,1,716.427491,0.015308,0.015129,0.015308,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,45,20261948,1,281.462398,0.525785,0.017574,0.507013,0.000836,0.017574,0.508056,3891.0,6000.0,3.050849,0.753619,0.916910,5.0,11.0,0
3d,一般,APF-only,46,20261949,1,716.427491,0.016306,0.016143,0.016306,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,46,20261949,1,279.095995,0.586823,0.026427,0.559068,0.000935,0.026427,0.560228,3929.0,6000.0,2.610365,0.454349,0.924684,5.0,11.0,0
3d,一般,APF-only,47,20261950,1,716.427491,0.010998,0.010859,0.010998,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,47,20261950,1,277.800027,0.542676,0.020490,0.521040,0.000757,0.020490,0.521990,3883.0,6000.0,3.113380,0.192870,0.928998,5.0,11.0,0
3d,一般,APF-only,48,20261951,1,716.427491,0.019314,0.019140,0.019314,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,48,20261951,1,297.527672,0.514200,0.016193,0.496889,0.000737,0.016193,0.497827,3909.0,6000.0,3.031625,0.813041,0.867400,5.0,11.0,0
3d,一般,APF-only,49,20261952,1,716.427491,0.017530,0.017320,0.017530,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,49,20261952,1,274.979932,0.509270,0.020568,0.487202,0.000929,0.020568,0.488539,3865.0,6000.0,2.427000,0.045507,0.938525,5.0,11.0,0
3d,一般,APF-only,50,20261953,1,716.427491,0.011284,0.011156,0.011284,NaN,NaN,NaN,NaN,118.0,147.402736,0.120433,0.360226,5.0,11.0,0
3d,一般,AB-IRRT*,50,20261953,1,276.346909,0.556334,0.020769,0.534142,0.000922,0.020769,0.535292,3733.0,6000.0,3.241855,0.120715,0.933883,5.0,11.0,0
3d,狭窄,APF-only,1,20262904,1,323.571847,0.007340,0.007174,0.007340,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,1,20262904,1,247.103482,0.476319,0.006187,0.469061,0.000528,0.006187,0.469830,3448.0,6000.0,0.907589,0.003911,0.970587,0.0,5.0,0
3d,狭窄,APF-only,2,20262905,1,323.571847,0.005377,0.005212,0.005377,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,2,20262905,1,248.081522,0.514345,0.005838,0.507973,0.000000,0.005838,0.508243,3521.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,3,20262906,1,323.571847,0.005189,0.005021,0.005189,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,3,20262906,1,248.081522,0.508681,0.005814,0.502393,0.000000,0.005814,0.502599,3485.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,4,20262907,1,323.571847,0.004917,0.004785,0.004917,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,4,20262907,1,246.946465,0.534057,0.005658,0.526897,0.000509,0.005658,0.527663,3551.0,6000.0,1.252496,0.225803,0.971204,0.0,5.0,0
3d,狭窄,APF-only,5,20262908,1,323.571847,0.004903,0.004753,0.004903,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,5,20262908,1,248.081522,0.578736,0.005808,0.572472,0.000000,0.005808,0.572745,3592.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,6,20262909,1,323.571847,0.004595,0.004463,0.004595,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,6,20262909,1,248.081522,0.557430,0.006990,0.549773,0.000000,0.006990,0.550277,3528.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,7,20262910,1,323.571847,0.006203,0.006013,0.006203,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,7,20262910,1,248.081522,0.494272,0.005524,0.488401,0.000000,0.005524,0.488596,3428.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,8,20262911,1,323.571847,0.005729,0.005544,0.005729,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,8,20262911,1,248.081522,0.522619,0.005732,0.516569,0.000000,0.005732,0.516735,3573.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,9,20262912,1,323.571847,0.006203,0.005980,0.006203,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,9,20262912,1,248.081522,0.506833,0.005764,0.500769,0.000000,0.005764,0.500914,3502.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,10,20262913,1,323.571847,0.006032,0.005850,0.006032,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,10,20262913,1,248.081522,0.523964,0.005854,0.517746,0.000000,0.005854,0.517935,3504.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,11,20262914,1,323.571847,0.004818,0.004679,0.004818,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,11,20262914,1,248.081522,0.497584,0.006382,0.490855,0.000000,0.006382,0.491034,3442.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,12,20262915,1,323.571847,0.006012,0.005846,0.006012,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,12,20262915,1,248.081522,0.538081,0.005980,0.531714,0.000000,0.005980,0.531919,3590.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,13,20262916,1,323.571847,0.005521,0.005341,0.005521,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,13,20262916,1,248.081522,0.509977,0.004541,0.505136,0.000000,0.004541,0.505294,3504.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,14,20262917,1,323.571847,0.005343,0.005130,0.005343,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,14,20262917,1,248.081522,0.557196,0.005726,0.551137,0.000000,0.005726,0.551305,3569.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,15,20262918,1,323.571847,0.006028,0.005838,0.006028,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,15,20262918,1,248.081522,0.522534,0.005793,0.516410,0.000000,0.005793,0.516578,3489.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,16,20262919,1,323.571847,0.005390,0.005234,0.005390,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,16,20262919,1,248.081522,0.527914,0.005414,0.522193,0.000000,0.005414,0.522354,3499.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,17,20262920,1,323.571847,0.004975,0.004823,0.004975,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,17,20262920,1,248.081522,0.539975,0.005253,0.534397,0.000000,0.005253,0.534574,3554.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,18,20262921,1,323.571847,0.004768,0.004598,0.004768,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,18,20262921,1,248.081522,0.516677,0.005981,0.510344,0.000000,0.005981,0.510523,3588.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,19,20262922,1,323.571847,0.004480,0.004316,0.004480,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,19,20262922,1,246.738375,0.547758,0.006658,0.540232,0.000446,0.006658,0.540902,3579.0,6000.0,1.260529,0.036313,0.972023,0.0,5.0,0
3d,狭窄,APF-only,20,20262923,1,323.571847,0.005635,0.005460,0.005635,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,20,20262923,1,248.081522,0.506227,0.004936,0.500931,0.000000,0.004936,0.501110,3616.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,21,20262924,1,323.571847,0.006505,0.006311,0.006505,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,21,20262924,1,248.081522,0.501309,0.005405,0.495580,0.000000,0.005405,0.495742,3485.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,22,20262925,1,323.571847,0.007228,0.007020,0.007228,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,22,20262925,1,248.081522,0.494286,0.003585,0.490420,0.000000,0.003585,0.490567,3501.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,23,20262926,1,323.571847,0.007951,0.007710,0.007951,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,23,20262926,1,248.081522,0.456957,0.005487,0.451134,0.000000,0.005487,0.451292,3490.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,24,20262927,1,323.571847,0.003949,0.003826,0.003949,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,24,20262927,1,247.575087,0.494938,0.003931,0.490223,0.000435,0.003931,0.490867,3503.0,6000.0,1.632634,0.136683,0.968738,0.0,5.0,0
3d,狭窄,APF-only,25,20262928,1,323.571847,0.003334,0.003215,0.003334,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,25,20262928,1,248.081522,0.526444,0.003920,0.522252,0.000000,0.003920,0.522382,3483.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,26,20262929,1,323.571847,0.003343,0.003230,0.003343,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,26,20262929,1,248.081522,0.521726,0.003765,0.517649,0.000000,0.003765,0.517821,3592.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,27,20262930,1,323.571847,0.005087,0.004920,0.005087,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,27,20262930,1,248.081522,0.586026,0.006175,0.579504,0.000000,0.006175,0.579690,3456.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,28,20262931,1,323.571847,0.004574,0.004399,0.004574,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,28,20262931,1,246.931576,0.571681,0.005136,0.566006,0.000195,0.005136,0.566387,3644.0,6000.0,0.700661,0.041682,0.971262,0.0,5.0,0
3d,狭窄,APF-only,29,20262932,1,323.571847,0.003740,0.003605,0.003740,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,29,20262932,1,248.081522,0.556060,0.006761,0.548917,0.000000,0.006761,0.549084,3500.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,30,20262933,1,323.571847,0.007065,0.006837,0.007065,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,30,20262933,1,248.081522,0.515158,0.004540,0.510318,0.000000,0.004540,0.510475,3514.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,31,20262934,1,323.571847,0.003923,0.003783,0.003923,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
