dim,scenario,algorithm,run,firstLen
3d,悬空,RRT*,27,292.048605299992
3d,悬空,Informed-RRT*,27,292.048605299992
3d,悬空,PRM*,27,356.253966966143
3d,悬空,FMT*,27,273.395269434017
3d,悬空,BIT*,27,283.02948274802
3d,悬空,RRT#,27,292.048605299992
3d,悬空,AB-IRRT*,27,265.958950138078
3d,悬空,RRT*,28,292.178245918685
3d,悬空,Informed-RRT*,28,292.178245918685
3d,悬空,PRM*,28,311.266367899822
3d,悬空,FMT*,28,382.872713282378
3d,悬空,BIT*,28,293.830320415856
3d,悬空,RRT#,28,292.178245918685
3d,悬空,AB-IRRT*,28,265.958950138078
3d,悬空,RRT*,29,278.385913470227
3d,悬空,Informed-RRT*,29,278.385913470227
3d,悬空,PRM*,29,341.661328126345
3d,悬空,FMT*,29,292.107851249644
3d,悬空,BIT*,29,292.6864316834
3d,悬空,RRT#,29,278.385913470227
3d,悬空,AB-IRRT*,29,265.958950138078
3d,悬空,RRT*,30,288.747499100765
3d,悬空,Informed-RRT*,30,288.747499100765
3d,悬空,PRM*,30,336.878288377038
3d,悬空,FMT*,30,313.826695586497
3d,悬空,BIT*,30,306.491569886092
3d,悬空,RRT#,30,288.747499100765
3d,悬空,AB-IRRT*,30,265.958950138078
3d,悬空,RRT*,31,293.526300288204
3d,悬空,Informed-RRT*,31,293.526300288204
3d,悬空,PRM*,31,345.296926706344
3d,悬空,FMT*,31,340.81104120708
3d,悬空,BIT*,31,306.962208328126
3d,悬空,RRT#,31,292.987442794401
3d,悬空,AB-IRRT*,31,265.958950138078
3d,悬空,RRT*,32,300.063515227707
3d,悬空,Informed-RRT*,32,300.063515227707
3d,悬空,PRM*,32,471.711198992158
3d,悬空,FMT*,32,279.167116321644
3d,悬空,BIT*,32,279.167116321644
3d,悬空,RRT#,32,300.063515227707
3d,悬空,AB-IRRT*,32,265.958950138078
3d,悬空,RRT*,33,285.020779516323
3d,悬空,Informed-RRT*,33,285.020779516323
3d,悬空,PRM*,33,379.730804792397
3d,悬空,FMT*,33,300.227556971779
3d,悬空,BIT*,33,285.913308011885
3d,悬空,RRT#,33,284.921158641716
3d,悬空,AB-IRRT*,33,265.958950138078
3d,悬空,RRT*,34,305.668974026615
3d,悬空,Informed-RRT*,34,305.668974026615
3d,悬空,PRM*,34,386.371860189569
3d,悬空,FMT*,34,347.928067269814
3d,悬空,BIT*,34,307.040412537211
3d,悬空,RRT#,34,305.668974026615
3d,悬空,AB-IRRT*,34,265.958950138078
3d,悬空,RRT*,35,288.128815474111
3d,悬空,Informed-RRT*,35,288.128815474111
3d,悬空,PRM*,35,317.794267385476
3d,悬空,FMT*,35,301.78228974396
3d,悬空,BIT*,35,301.78228974396
3d,悬空,RRT#,35,288.128815474111
3d,悬空,AB-IRRT*,35,265.958950138078
3d,悬空,RRT*,36,294.997544008658
3d,悬空,Informed-RRT*,36,294.997544008658
3d,悬空,PRM*,36,297.878178697415
3d,悬空,FMT*,36,331.143285838898
3d,悬空,BIT*,36,277.16890664663
3d,悬空,RRT#,36,294.997544008658
3d,悬空,AB-IRRT*,36,265.958950138078
3d,悬空,RRT*,37,275.816351152219
3d,悬空,Informed-RRT*,37,275.816351152219
3d,悬空,PRM*,37,285.81917515856
3d,悬空,FMT*,37,334.552022563636
3d,悬空,BIT*,37,290.505162719684
3d,悬空,RRT#,37,275.816351152219
3d,悬空,AB-IRRT*,37,265.958950138078
3d,悬空,RRT*,38,282.855974361162
3d,悬空,Informed-RRT*,38,282.855974361162
3d,悬空,PRM*,38,293.962482960239
3d,悬空,FMT*,38,335.823106990061
3d,悬空,BIT*,38,294.675849248209
3d,悬空,RRT#,38,282.855974361162
3d,悬空,AB-IRRT*,38,265.958950138078
3d,悬空,RRT*,39,308.677983949586
3d,悬空,Informed-RRT*,39,308.677983949586
3d,悬空,PRM*,39,337.565319728747
3d,悬空,FMT*,39,352.193962314657
3d,悬空,BIT*,39,300.382632757207
3d,悬空,RRT#,39,308.677983949586
3d,悬空,AB-IRRT*,39,265.958950138078
3d,悬空,RRT*,40,286.390587284676
3d,悬空,Informed-RRT*,40,286.390587284676
3d,悬空,PRM*,40,424.92606488916
3d,悬空,FMT*,40,366.843884377046
3d,悬空,BIT*,40,339.212572469958
3d,悬空,RRT#,40,285.299179539766
3d,悬空,AB-IRRT*,40,265.958950138078
3d,悬空,RRT*,41,291.367857625737
3d,悬空,Informed-RRT*,41,291.367857625737
3d,悬空,PRM*,41,468.308849986602
3d,悬空,FMT*,41,328.058680016137
3d,悬空,BIT*,41,278.55973832623
3d,悬空,RRT#,41,291.367857625737
3d,悬空,AB-IRRT*,41,265.958950138078
3d,悬空,RRT*,42,293.068952437902
3d,悬空,Informed-RRT*,42,293.068952437902
3d,悬空,PRM*,42,405.910224432512
3d,悬空,FMT*,42,367.282543371983
3d,悬空,BIT*,42,281.930398168116
3d,悬空,RRT#,42,293.068952437902
3d,悬空,AB-IRRT*,42,265.958950138078
3d,悬空,RRT*,43,297.789592143731
3d,悬空,Informed-RRT*,43,297.789592143731
3d,悬空,PRM*,43,471.699413558894
3d,悬空,FMT*,43,362.294878359549
3d,悬空,BIT*,43,282.456183111426
3d,悬空,RRT#,43,297.789592143731
3d,悬空,AB-IRRT*,43,265.958950138078
3d,悬空,RRT*,44,291.446106361792
3d,悬空,Informed-RRT*,44,291.446106361792
3d,悬空,PRM*,44,380.910257937812
3d,悬空,FMT*,44,292.289269554713
3d,悬空,BIT*,44,292.289269554713
3d,悬空,RRT#,44,291.446106361792
3d,悬空,AB-IRRT*,44,265.958950138078
3d,悬空,RRT*,45,280.949158238171
3d,悬空,Informed-RRT*,45,280.949158238171
3d,悬空,PRM*,45,343.374031479341
3d,悬空,FMT*,45,348.755270752426
3d,悬空,BIT*,45,335.657745051595
3d,悬空,RRT#,45,279.836960429809
3d,悬空,AB-IRRT*,45,265.958950138078
3d,悬空,RRT*,46,291.668148964199
3d,悬空,Informed-RRT*,46,291.668148964199
3d,悬空,PRM*,46,333.435057300703
3d,悬空,FMT*,46,422.874926104131
3d,悬空,BIT*,46,326.400264233202
3d,悬空,RRT#,46,291.668148964199
3d,悬空,AB-IRRT*,46,265.958950138078
3d,悬空,RRT*,47,336.889931846613
3d,悬空,Informed-RRT*,47,336.889931846613
3d,悬空,PRM*,47,351.498066465425
3d,悬空,FMT*,47,373.352342650078
3d,悬空,BIT*,47,271.452483544005
3d,悬空,RRT#,47,336.889931846613
3d,悬空,AB-IRRT*,47,265.958950138078
3d,悬空,RRT*,48,290.711555368224
3d,悬空,Informed-RRT*,48,290.711555368224
3d,悬空,PRM*,48,388.204120295863
3d,悬空,FMT*,48,374.830785470612
3d,悬空,BIT*,48,286.854205166052
3d,悬空,RRT#,48,290.711555368224
3d,悬空,AB-IRRT*,48,265.958950138078
3d,悬空,RRT*,49,320.140800472708
3d,悬空,Informed-RRT*,49,320.140800472708
3d,悬空,PRM*,49,503.503123844607
3d,悬空,FMT*,49,352.680935794578
3d,悬空,BIT*,49,320.331062140662
3d,悬空,RRT#,49,317.196610712162
3d,悬空,AB-IRRT*,49,265.958950138078
3d,悬空,RRT*,50,292.38785149094
3d,悬空,Informed-RRT*,50,292.38785149094
3d,悬空,PRM*,50,294.104474480485
3d,悬空,FMT*,50,340.537251532065
3d,悬空,BIT*,50,275.1246940741
3d,悬空,RRT#,50,291.88608692751
3d,悬空,AB-IRRT*,50,265.958950138078
3d,环廊,RRT*,1,198.181038326474
3d,环廊,Informed-RRT*,1,198.181038326474
3d,环廊,PRM*,1,249.279761458786
3d,环廊,FMT*,1,277.513533130982
3d,环廊,BIT*,1,224.287787139742
3d,环廊,RRT#,1,198.181038326474
3d,环廊,AB-IRRT*,1,178.149897243594
3d,环廊,RRT*,2,191.859574616485
3d,环廊,Informed-RRT*,2,191.859574616485
3d,环廊,PRM*,2,286.84687458796
3d,环廊,FMT*,2,285.027353421439
3d,环廊,BIT*,2,220.086876711823
3d,环廊,RRT#,2,191.859574616485
3d,环廊,AB-IRRT*,2,178.149897243594
3d,环廊,RRT*,3,187.327220865968
3d,环廊,Informed-RRT*,3,187.327220865968
3d,环廊,PRM*,3,266.228609171916
3d,环廊,FMT*,3,237.264777437375
3d,环廊,BIT*,3,226.010024160399
3d,环廊,RRT#,3,187.327220865968
3d,环廊,AB-IRRT*,3,178.149897243594
3d,环廊,RRT*,4,199.113442847546
3d,环廊,Informed-RRT*,4,199.113442847546
3d,环廊,PRM*,4,284.005856629298
3d,环廊,FMT*,4,255.437427606498
3d,环廊,BIT*,4,269.390985676611
3d,环廊,RRT#,4,199.09704607312
3d,环廊,AB-IRRT*,4,178.149897243594
3d,环廊,RRT*,5,201.776026456818
3d,环廊,Informed-RRT*,5,201.776026456818
3d,环廊,PRM*,5,252.859091772584
3d,环廊,FMT*,5,294.628312991517
3d,环廊,BIT*,5,276.120685428914
3d,环廊,RRT#,5,201.776026456818
3d,环廊,AB-IRRT*,5,178.149897243594
3d,环廊,RRT*,6,203.294389350211
3d,环廊,Informed-RRT*,6,203.294389350211
3d,环廊,PRM*,6,213.058994872952
3d,环廊,FMT*,6,285.266917676134
3d,环廊,BIT*,6,228.089990234165
3d,环廊,RRT#,6,203.294389350211
3d,环廊,AB-IRRT*,6,178.149897243594
3d,环廊,RRT*,7,193.962351944417
3d,环廊,Informed-RRT*,7,193.962351944417
3d,环廊,PRM*,7,226.912374053438
3d,环廊,FMT*,7,221.214688132511
3d,环廊,BIT*,7,230.984090836222
3d,环廊,RRT#,7,193.962351944417
3d,环廊,AB-IRRT*,7,178.149897243594
3d,环廊,RRT*,8,204.299400477913
3d,环廊,Informed-RRT*,8,204.299400477913
3d,环廊,PRM*,8,281.33556111609
3d,环廊,FMT*,8,221.515993771557
3d,环廊,BIT*,8,226.059483315673
3d,环廊,RRT#,8,204.299400477913
3d,环廊,AB-IRRT*,8,178.149897243594
3d,环廊,RRT*,9,186.079914159512
3d,环廊,Informed-RRT*,9,186.079914159512
3d,环廊,PRM*,9,349.686856048418
3d,环廊,FMT*,9,286.616860683522
3d,环廊,BIT*,9,251.226934744281
3d,环廊,RRT#,9,185.548229025455
3d,环廊,AB-IRRT*,9,178.149897243594
3d,环廊,RRT*,10,188.274368778467
3d,环廊,Informed-RRT*,10,188.274368778467
3d,环廊,PRM*,10,304.759126716619
3d,环廊,FMT*,10,234.510073154431
3d,环廊,BIT*,10,240.698836664419
3d,环廊,RRT#,10,188.274368778467
3d,环廊,AB-IRRT*,10,178.149897243594
3d,环廊,RRT*,11,219.972625945652
3d,环廊,Informed-RRT*,11,219.972625945652
3d,环廊,PRM*,11,242.801386292634
3d,环廊,FMT*,11,239.101086249927
3d,环廊,BIT*,11,239.101086249927
3d,环廊,RRT#,11,219.972625945652
3d,环廊,AB-IRRT*,11,178.149897243594
3d,环廊,RRT*,12,182.504368669356
3d,环廊,Informed-RRT*,12,182.504368669356
3d,环廊,PRM*,12,369.560622132463
3d,环廊,FMT*,12,238.347876178475
3d,环廊,BIT*,12,226.848766316096
3d,环廊,RRT#,12,182.504368669356
3d,环廊,AB-IRRT*,12,178.149897243594
3d,环廊,RRT*,13,199.662952367308
3d,环廊,Informed-RRT*,13,199.662952367308
3d,环廊,PRM*,13,257.324648943624
3d,环廊,FMT*,13,245.159541510787
3d,环廊,BIT*,13,228.966863634704
3d,环廊,RRT#,13,199.662952367308
3d,环廊,AB-IRRT*,13,178.149897243594
3d,环廊,RRT*,14,203.342588661963
3d,环廊,Informed-RRT*,14,203.342588661963
3d,环廊,PRM*,14,280.195293376366
3d,环廊,FMT*,14,273.997121246912
3d,环廊,BIT*,14,207.184100591822
3d,环廊,RRT#,14,202.690058414429
3d,环廊,AB-IRRT*,14,178.149897243594
3d,环廊,RRT*,15,197.590600905606
3d,环廊,Informed-RRT*,15,197.590600905606
3d,环廊,PRM*,15,437.777120153217
3d,环廊,FMT*,15,293.482475391007
3d,环廊,BIT*,15,286.841105522204
3d,环廊,RRT#,15,197.008506367648
3d,环廊,AB-IRRT*,15,178.149897243594
3d,环廊,RRT*,16,202.973758113571
3d,环廊,Informed-RRT*,16,202.973758113571
3d,环廊,PRM*,16,295.850399555684
3d,环廊,FMT*,16,308.454585417365
3d,环廊,BIT*,16,229.445390772512
3d,环廊,RRT#,16,201.84109830351
3d,环廊,AB-IRRT*,16,178.149897243594
3d,环廊,RRT*,17,188.139249610101
3d,环廊,Informed-RRT*,17,188.139249610101
3d,环廊,PRM*,17,240.501599884914
3d,环廊,FMT*,17,263.092667051119
3d,环廊,BIT*,17,218.363601798243
3d,环廊,RRT#,17,188.139249610101
3d,环廊,AB-IRRT*,17,178.149897243594
3d,环廊,RRT*,18,200.456973087204
3d,环廊,Informed-RRT*,18,200.456973087204
3d,环廊,PRM*,18,344.677027594166
3d,环廊,FMT*,18,224.39831897085
3d,环廊,BIT*,18,205.940791758168
3d,环廊,RRT#,18,200.456973087204
3d,环廊,AB-IRRT*,18,178.149897243594
3d,环廊,RRT*,19,212.138091076338
3d,环廊,Informed-RRT*,19,212.138091076338
3d,环廊,PRM*,19,236.937905708183
3d,环廊,FMT*,19,271.650798928937
3d,环廊,BIT*,19,240.798190512353
3d,环廊,RRT#,19,212.138091076338
3d,环廊,AB-IRRT*,19,178.149897243594
3d,环廊,RRT*,20,232.246920683645
3d,环廊,Informed-RRT*,20,232.246920683645
3d,环廊,PRM*,20,261.80362301888
3d,环廊,FMT*,20,294.176930544549
3d,环廊,BIT*,20,265.549035525781
3d,环廊,RRT#,20,232.246920683645
3d,环廊,AB-IRRT*,20,178.149897243594
3d,环廊,RRT*,21,200.299402868431
3d,环廊,Informed-RRT*,21,200.299402868431
3d,环廊,PRM*,21,230.603787770345
3d,环廊,FMT*,21,228.485176481947
3d,环廊,BIT*,21,222.713957857959
3d,环廊,RRT#,21,199.693872170601
3d,环廊,AB-IRRT*,21,178.149897243594
3d,环廊,RRT*,22,195.848446581858
3d,环廊,Informed-RRT*,22,195.848446581858
3d,环廊,PRM*,22,316.009698674053
3d,环廊,FMT*,22,282.28450278707
3d,环廊,BIT*,22,218.745397508717
3d,环廊,RRT#,22,195.848446581858
3d,环廊,AB-IRRT*,22,178.149897243594
3d,环廊,RRT*,23,222.999346464122
3d,环廊,Informed-RRT*,23,222.999346464122
3d,环廊,PRM*,23,288.123633338022
3d,环廊,FMT*,23,261.358723571528
3d,环廊,BIT*,23,229.120066721335
3d,环廊,RRT#,23,222.999346464122
3d,环廊,AB-IRRT*,23,178.149897243594
3d,环廊,RRT*,24,192.972387660494
3d,环廊,Informed-RRT*,24,192.972387660494
3d,环廊,PRM*,24,235.875829148893
3d,环廊,FMT*,24,213.811222674416
3d,环廊,BIT*,24,189.333665759861
3d,环廊,RRT#,24,192.653094164747
3d,环廊,AB-IRRT*,24,178.149897243594
3d,环廊,RRT*,25,188.978081495378
3d,环廊,Informed-RRT*,25,188.978081495378
3d,环廊,PRM*,25,212.769339402133
3d,环廊,FMT*,25,303.988287410942
3d,环廊,BIT*,25,265.495589726633
3d,环廊,RRT#,25,188.978081495378
3d,环廊,AB-IRRT*,25,178.149897243594
3d,环廊,RRT*,26,199.408401811325
3d,环廊,Informed-RRT*,26,199.408401811325
3d,环廊,PRM*,26,277.575867925987
3d,环廊,FMT*,26,256.265099076168
3d,环廊,BIT*,26,258.269836781434
3d,环廊,RRT#,26,199.408401811325
3d,环廊,AB-IRRT*,26,178.149897243594
3d,环廊,RRT*,27,218.746643592165
3d,环廊,Informed-RRT*,27,218.746643592165
3d,环廊,PRM*,27,252.972354614683
3d,环廊,FMT*,27,236.443902526695
3d,环廊,BIT*,27,210.277981207324
3d,环廊,RRT#,27,218.746643592165
3d,环廊,AB-IRRT*,27,178.149897243594
3d,环廊,RRT*,28,212.074294075435
3d,环廊,Informed-RRT*,28,212.074294075435
3d,环廊,PRM*,28,255.126588176963
3d,环廊,FMT*,28,232.628915283304
3d,环廊,BIT*,28,227.395062811682
3d,环廊,RRT#,28,210.431904487143
3d,环廊,AB-IRRT*,28,178.149897243594
3d,环廊,RRT*,29,209.727833765718
3d,环廊,Informed-RRT*,29,209.727833765718
3d,环廊,PRM*,29,366.829668077965
3d,环廊,FMT*,29,231.876693104121
3d,环廊,BIT*,29,232.238344898585
3d,环廊,RRT#,29,208.376975448111
3d,环廊,AB-IRRT*,29,178.149897243594
3d,环廊,RRT*,30,186.201893316026
3d,环廊,Informed-RRT*,30,186.201893316026
3d,环廊,PRM*,30,310.487718124593
3d,环廊,FMT*,30,255.598799463181
3d,环廊,BIT*,30,211.774078234896
3d,环廊,RRT#,30,186.201893316026
3d,环廊,AB-IRRT*,30,178.149897243594
3d,环廊,RRT*,31,195.69206989556
3d,环廊,Informed-RRT*,31,195.69206989556
3d,环廊,PRM*,31,230.664635567523
3d,环廊,FMT*,31,274.834131700255
3d,环廊,BIT*,31,250.384241285483
3d,环廊,RRT#,31,195.69206989556
3d,环廊,AB-IRRT*,31,178.149897243594
3d,环廊,RRT*,32,237.830555597179
3d,环廊,Informed-RRT*,32,237.830555597179
3d,环廊,PRM*,32,315.20981346469
3d,环廊,FMT*,32,238.257291641323
3d,环廊,BIT*,32,249.07564445331
3d,环廊,RRT#,32,237.830555597179
3d,环廊,AB-IRRT*,32,178.149897243594
3d,环廊,RRT*,33,190.817773669196
3d,环廊,Informed-RRT*,33,190.817773669196
3d,环廊,PRM*,33,266.311371490714
3d,环廊,FMT*,33,288.456119190507
3d,环廊,BIT*,33,226.173184800667
3d,环廊,RRT#,33,190.817773669196
3d,环廊,AB-IRRT*,33,178.149897243594
3d,环廊,RRT*,34,213.068729339792
3d,环廊,Informed-RRT*,34,213.068729339792
3d,环廊,PRM*,34,281.413718887597
3d,环廊,FMT*,34,299.205400696441
3d,环廊,BIT*,34,261.864338081278
3d,环廊,RRT#,34,213.068729339792
3d,环廊,AB-IRRT*,34,178.149897243594
3d,环廊,RRT*,35,194.572077138806
3d,环廊,Informed-RRT*,35,194.572077138806
3d,环廊,PRM*,35,286.929077868363
3d,环廊,FMT*,35,258.258353626188
3d,环廊,BIT*,35,232.922755200193
3d,环廊,RRT#,35,194.572077138806
3d,环廊,AB-IRRT*,35,178.149897243594
3d,环廊,RRT*,36,201.461238540788
3d,环廊,Informed-RRT*,36,201.461238540788
3d,环廊,PRM*,36,231.761084655313
3d,环廊,FMT*,36,267.4964165239
3d,环廊,BIT*,36,252.096325626486
3d,环廊,RRT#,36,201.461238540788
3d,环廊,AB-IRRT*,36,178.149897243594
3d,环廊,RRT*,37,185.478750238509
3d,环廊,Informed-RRT*,37,185.478750238509
3d,环廊,PRM*,37,231.156091222671
3d,环廊,FMT*,37,282.098677809707
3d,环廊,BIT*,37,222.513029400498
3d,环廊,RRT#,37,185.478750238509
3d,环廊,AB-IRRT*,37,178.149897243594
3d,环廊,RRT*,38,186.409002901986
3d,环廊,Informed-RRT*,38,186.409002901986
3d,环廊,PRM*,38,230.115819633396
3d,环廊,FMT*,38,274.901983524567
3d,环廊,BIT*,38,230.69300170229
3d,环廊,RRT#,38,186.409002901986
3d,环廊,AB-IRRT*,38,178.149897243594
3d,环廊,RRT*,39,201.68603219673
3d,环廊,Informed-RRT*,39,201.68603219673
3d,环廊,PRM*,39,193.357160992093
3d,环廊,FMT*,39,274.501285529376
3d,环廊,BIT*,39,228.768851480997
3d,环廊,RRT#,39,201.68603219673
3d,环廊,AB-IRRT*,39,178.149897243594
3d,环廊,RRT*,40,200.465302077243
3d,环廊,Informed-RRT*,40,200.465302077243
3d,环廊,PRM*,40,242.687705251249
3d,环廊,FMT*,40,231.857897949659
3d,环廊,BIT*,40,212.723128362914
3d,环廊,RRT#,40,200.465302077243
3d,环廊,AB-IRRT*,40,178.149897243594
3d,环廊,RRT*,41,208.912250632354
3d,环廊,Informed-RRT*,41,208.912250632354
3d,环廊,PRM*,41,188.728758089039
3d,环廊,FMT*,41,254.76345123181
3d,环廊,BIT*,41,228.857744451727
3d,环廊,RRT#,41,208.912250632354
3d,环廊,AB-IRRT*,41,178.149897243594
3d,环廊,RRT*,42,208.580656637849
3d,环廊,Informed-RRT*,42,208.580656637849
3d,环廊,PRM*,42,279.781278383569
3d,环廊,FMT*,42,373.826837033145
3d,环廊,BIT*,42,201.882803013112
3d,环廊,RRT#,42,208.580656637849
3d,环廊,AB-IRRT*,42,178.149897243594
3d,环廊,RRT*,43,193.068435769506
3d,环廊,Informed-RRT*,43,193.068435769506
3d,环廊,PRM*,43,245.053334655347
3d,环廊,FMT*,43,287.758064137658
3d,环廊,BIT*,43,208.736642095005
3d,环廊,RRT#,43,193.068435769506
3d,环廊,AB-IRRT*,43,178.149897243594
3d,环廊,RRT*,44,200.354386403155
3d,环廊,Informed-RRT*,44,200.354386403155
3d,环廊,PRM*,44,291.332062805862
3d,环廊,FMT*,44,257.171466399638
3d,环廊,BIT*,44,238.034560912396
3d,环廊,RRT#,44,200.354386403155
3d,环廊,AB-IRRT*,44,178.149897243594
3d,环廊,RRT*,45,200.848146514704
3d,环廊,Informed-RRT*,45,200.848146514704
3d,环廊,PRM*,45,298.897793455034
3d,环廊,FMT*,45,303.253262799516
3d,环廊,BIT*,45,255.662201026295
3d,环廊,RRT#,45,199.76906516421
3d,环廊,AB-IRRT*,45,178.149897243594
3d,环廊,RRT*,46,198.875156809737
3d,环廊,Informed-RRT*,46,198.875156809737
3d,环廊,PRM*,46,295.387741439421
3d,环廊,FMT*,46,227.562481372145
3d,环廊,BIT*,46,224.194332221823
3d,环廊,RRT#,46,198.875156809737
3d,环廊,AB-IRRT*,46,178.149897243594
3d,环廊,RRT*,47,193.772047828735
3d,环廊,Informed-RRT*,47,193.772047828735
3d,环廊,PRM*,47,326.246620652051
3d,环廊,FMT*,47,307.402892221282
3d,环廊,BIT*,47,218.604886701574
3d,环廊,RRT#,47,193.772047828735
3d,环廊,AB-IRRT*,47,178.149897243594
3d,环廊,RRT*,48,180.127218762079
3d,环廊,Informed-RRT*,48,180.127218762079
3d,环廊,PRM*,48,251.53450604733
3d,环廊,FMT*,48,216.36966847572
3d,环廊,BIT*,48,220.332105949071
3d,环廊,RRT#,48,180.127218762079
3d,环廊,AB-IRRT*,48,178.149897243594
3d,环廊,RRT*,49,216.508946958062
3d,环廊,Informed-RRT*,49,216.508946958062
3d,环廊,PRM*,49,421.510031721894
3d,环廊,FMT*,49,350.489971191517
3d,环廊,BIT*,49,209.667383541421
3d,环廊,RRT#,49,209.037194784372
3d,环廊,AB-IRRT*,49,178.149897243594
3d,环廊,RRT*,50,192.380543030819
3d,环廊,Informed-RRT*,50,192.380543030819
3d,环廊,PRM*,50,301.303074356475
3d,环廊,FMT*,50,230.253395626939
3d,环廊,BIT*,50,247.628563400022
3d,环廊,RRT#,50,192.007030631495
3d,环廊,AB-IRRT*,50,178.149897243594
3d,悬挑,RRT*,1,273.336828489754
3d,悬挑,Informed-RRT*,1,273.336828489754
3d,悬挑,PRM*,1,353.988993279927
3d,悬挑,FMT*,1,266.398370588703
3d,悬挑,BIT*,1,275.498698767942
3d,悬挑,RRT#,1,273.336828489754
3d,悬挑,AB-IRRT*,1,255.732852443965
3d,悬挑,RRT*,2,284.395139469525
3d,悬挑,Informed-RRT*,2,284.395139469525
3d,悬挑,PRM*,2,368.023084253497
3d,悬挑,FMT*,2,360.449523617089
3d,悬挑,BIT*,2,294.852479481881
3d,悬挑,RRT#,2,284.395139469525
3d,悬挑,AB-IRRT*,2,255.732852443965
3d,悬挑,RRT*,3,285.475733978232
3d,悬挑,Informed-RRT*,3,285.475733978232
3d,悬挑,PRM*,3,274.727122381667
3d,悬挑,FMT*,3,327.168178013951
3d,悬挑,BIT*,3,266.862119987057
3d,悬挑,RRT#,3,285.475733978232
3d,悬挑,AB-IRRT*,3,255.732852443965
3d,悬挑,RRT*,4,276.898101066949
3d,悬挑,Informed-RRT*,4,276.898101066949
3d,悬挑,PRM*,4,400.503697158273
3d,悬挑,FMT*,4,343.53536210735
3d,悬挑,BIT*,4,282.435240122397
3d,悬挑,RRT#,4,276.898101066949
3d,悬挑,AB-IRRT*,4,255.732852443965
3d,悬挑,RRT*,5,259.309142323949
3d,悬挑,Informed-RRT*,5,259.309142323949
3d,悬挑,PRM*,5,311.783562663113
3d,悬挑,FMT*,5,360.193363312179
3d,悬挑,BIT*,5,285.091411687576
3d,悬挑,RRT#,5,259.309142323949
3d,悬挑,AB-IRRT*,5,255.732852443965
3d,悬挑,RRT*,6,268.039345805188
3d,悬挑,Informed-RRT*,6,268.039345805188
3d,悬挑,PRM*,6,292.590228026013
3d,悬挑,FMT*,6,302.220847483391
3d,悬挑,BIT*,6,267.575080687869
3d,悬挑,RRT#,6,268.039345805188
3d,悬挑,AB-IRRT*,6,255.732852443965
3d,悬挑,RRT*,7,271.063565304402
3d,悬挑,Informed-RRT*,7,271.063565304402
3d,悬挑,PRM*,7,320.469348259606
3d,悬挑,FMT*,7,377.029917162796
3d,悬挑,BIT*,7,262.762774807308
3d,悬挑,RRT#,7,271.063565304402
3d,悬挑,AB-IRRT*,7,255.732852443965
3d,悬挑,RRT*,8,282.396583549233
3d,悬挑,Informed-RRT*,8,282.396583549233
3d,悬挑,PRM*,8,472.111607172199
3d,悬挑,FMT*,8,417.204350189166
3d,悬挑,BIT*,8,276.199442620932
3d,悬挑,RRT#,8,282.396583549233
3d,悬挑,AB-IRRT*,8,255.732852443965
3d,悬挑,RRT*,9,267.790584969669
3d,悬挑,Informed-RRT*,9,267.790584969669
3d,悬挑,PRM*,9,324.807206549268
3d,悬挑,FMT*,9,267.50539831288
3d,悬挑,BIT*,9,284.336249895472
3d,悬挑,RRT#,9,267.790584969669
3d,悬挑,AB-IRRT*,9,255.732852443965
3d,悬挑,RRT*,10,274.154352476832
3d,悬挑,Informed-RRT*,10,274.154352476832
3d,悬挑,PRM*,10,328.963048844695
3d,悬挑,FMT*,10,265.769264829102
3d,悬挑,BIT*,10,269.566250373175
3d,悬挑,RRT#,10,274.154352476832
3d,悬挑,AB-IRRT*,10,255.732852443965
3d,悬挑,RRT*,11,304.484651421688
3d,悬挑,Informed-RRT*,11,304.484651421688
3d,悬挑,PRM*,11,310.174960132065
3d,悬挑,FMT*,11,352.717760684596
3d,悬挑,BIT*,11,300.004516354036
3d,悬挑,RRT#,11,304.484651421688
3d,悬挑,AB-IRRT*,11,255.732852443965
3d,悬挑,RRT*,12,274.310008223733
3d,悬挑,Informed-RRT*,12,274.310008223733
3d,悬挑,PRM*,12,314.84570532382
3d,悬挑,FMT*,12,349.446378935775
3d,悬挑,BIT*,12,288.737921933109
3d,悬挑,RRT#,12,274.310008223733
3d,悬挑,AB-IRRT*,12,255.732852443965
3d,悬挑,RRT*,13,268.319896369151
3d,悬挑,Informed-RRT*,13,268.319896369151
3d,悬挑,PRM*,13,482.137604995764
3d,悬挑,FMT*,13,355.851350511744
3d,悬挑,BIT*,13,300.149228626304
3d,悬挑,RRT#,13,267.409485583763
3d,悬挑,AB-IRRT*,13,255.732852443965
3d,悬挑,RRT*,14,260.017122430933
3d,悬挑,Informed-RRT*,14,260.017122430933
3d,悬挑,PRM*,14,342.749679146204
3d,悬挑,FMT*,14,308.619275780883
3d,悬挑,BIT*,14,276.428980281329
3d,悬挑,RRT#,14,260.017122430933
3d,悬挑,AB-IRRT*,14,255.732852443965
3d,悬挑,RRT*,15,268.61616221758
3d,悬挑,Informed-RRT*,15,268.61616221758
3d,悬挑,PRM*,15,342.246707306973
3d,悬挑,FMT*,15,377.219438559523
3d,悬挑,BIT*,15,280.761137041915
3d,悬挑,RRT#,15,267.084964815392
3d,悬挑,AB-IRRT*,15,255.732852443965
3d,悬挑,RRT*,16,280.790911527919
3d,悬挑,Informed-RRT*,16,280.790911527919
3d,悬挑,PRM*,16,399.508547575943
